Name,Father Name,Roll Number,Mathematics*,Science*,English*,Urdu*,Islamiat*,Pakistan Studies*,Computer Science*,Physics*,Chemistry*,Biology*,Geography*,History*,Economics*,Business Studies*,Accounting*,Art*,Music*,Physical Education*,Sindhi*,Arabic*,Total Marks,Obtain Marks,Percentage,Status,Grade,Academic Year
Yusuf Johnson,Mr. Hassan,24-0167,-,-,-,44,16,96,20,26,79,67,41,46,-,25,42,17,100,80,81,-,1500,717,47.80,PASS,E,2024-2025
Amanda Verma,Mohammad,STU-0168,76,86,2,85,-,12,42,-,56,-,-,43,42,14,97,79,70,85,55,96,1600,716,44.75,PASS,E,2024-2025
Jennifer Kumar,Mohammad,COM-0169,46,91,15,53,34,-,12,48,-,43,90,64,10,77,-,-,88,29,69,-,1500,883,58.87,PASS,D,2024-2025
Robert Ali,M. Daniel,STU-0170,-,5,-,-,3,-,-,84,18,94,-,-,19,90,67,30,79,-,36,71,1200,513,42.75,PASS,E,2024-2025
Michael Wilson,Raj,ARTS-0171,5,55,12,88,7,-,90,-,91,-,-,-,-,15,-,24,46,-,61,23,1200,681,56.75,PASS,D,2024-2025
Laura Zhao,Mr. Raj,ARTS-0172,68,45,63,5,78,24,44,-,7,26,48,22,96,-,45,24,85,15,11,87,1800,899,49.94,PASS,E,2024-2025
Ali Garcia,M. Charles,COM-0173,31,14,8,-,26,65,39,9,33,-,-,75,-,-,-,33,-,88,27,74,1300,800,61.54,PASS,C,2024-2025
Ali Zhang,James,24-0174,22,68,-,34,61,-,2,75,61,57,69,73,-,4,70,89,-,84,48,89,1600,889,55.56,PASS,D,2024-2025
Hussain Raza,Mr. Charles,COM-0175,32,-,97,-,0,86,43,38,43,-,-,75,59,-,71,2,76,41,57,87,1500,945,63.00,PASS,C,2024-2025
Mohammad Mehta,M. Suresh,SC-0176,86,87,-,90,53,-,-,-,-,-,-,85,14,80,70,36,0,32,18,8,1300,553,42.54,PASS,E,2024-2025
Robert Verma,Raj,COM-0177,99,-,30,44,94,39,89,69,29,7,-,19,5,49,35,67,27,63,76,-,1700,696,40.94,PASS,E,2024-2025
William Verma,M. Mohammad,ARTS-0178,-,-,23,17,78,89,76,50,-,25,56,96,83,42,97,55,-,-,24,45,1500,789,52.60,PASS,D,2024-2025
Hafsa Shah,M. Joseph,SC-0179,17,-,78,14,75,86,81,54,8,43,1,46,-,-,94,73,-,-,66,-,1400,592,42.29,PASS,E,2024-2025
Omar Reddy,Robert,2024-0180,81,-,31,11,-,84,-,-,39,61,-,91,89,-,-,29,33,-,8,56,1200,490,40.83,PASS,E,2024-2025
Mohammad Wilson,M. James,SC-0181,-,11,47,92,-,-,40,94,-,3,89,33,35,100,-,-,14,28,26,54,1400,626,44.71,PASS,E,2024-2025
Hussain Baig,Mr. Omar,COM-0182,94,80,55,-,52,63,40,55,9,71,-,51,27,15,26,-,24,45,-,31,1600,732,45.75,PASS,E,2024-2025
Ahmed Patel,M. Vikram,COM-0183,-,62,76,92,75,51,82,17,14,90,-,73,80,70,37,-,-,-,64,81,1500,891,59.40,PASS,D,2024-2025
James Singh,Sunil,COM-0184,49,68,100,43,-,-,68,22,58,39,-,-,43,8,-,-,20,60,2,30,1400,699,49.93,PASS,E,2024-2025
Bilal Jones,Ashok,SC-0185,-,47,-,77,75,1,33,-,48,49,-,-,11,-,53,67,-,70,-,-,1100,514,46.73,PASS,E,2024-2025
Michelle Shah,M. Nadeem,COM-0186,54,94,-,31,0,98,-,64,-,0,-,-,16,-,44,11,94,-,32,72,1300,466,35.85,PASS,E,2024-2025
Zainab Zhou,M. Robert,SC-0187,-,90,32,42,32,13,93,13,-,71,-,-,-,65,1,86,-,7,-,70,1300,523,40.23,PASS,E,2024-2025
Ahmed Kumar,M. Praveen,STU-0188,27,12,76,31,3,28,73,-,-,32,35,79,-,48,-,9,31,36,-,13,1500,658,43.87,PASS,E,2024-2025
Zain Raza,Mr. Sunil,ARTS-0189,44,74,-,22,91,10,69,71,-,16,-,76,14,-,-,59,3,44,-,42,1400,697,49.79,PASS,E,2024-2025
John Wu,Mr. Richard,STU-0190,53,87,62,-,18,78,-,6,91,69,89,2,-,44,88,44,-,-,51,82,1500,643,42.87,PASS,E,2024-2025
Ali Shah,M. Kamran,SCI-0191,95,60,27,73,1,-,-,-,65,15,-,-,50,72,59,81,94,-,6,67,1400,660,47.14,PASS,E,2024-2025
Hira Reddy,M. David,STU-0192,-,-,62,43,66,-,-,27,22,-,9,68,52,76,55,-,71,62,-,-,1200,511,42.58,PASS,E,2024-2025
Omar Chen,Mr. Kamran,24-0193,-,66,-,58,21,78,39,26,61,-,60,85,15,42,14,53,61,67,85,56,1700,994,58.47,PASS,D,2024-2025
Michelle Ali,Mr. Richard,24-0194,94,-,61,5,7,14,71,80,99,82,14,73,-,-,-,38,71,1,49,-,1500,564,37.60,PASS,E,2024-2025
James Yang,Vikram,SC-0195,36,-,-,79,16,-,63,71,-,97,-,66,96,86,82,38,98,82,-,-,1300,774,59.54,PASS,D,2024-2025
Jessica Ahmed,William,COM-0196,81,-,2,60,52,46,30,78,98,3,-,5,2,77,-,46,86,-,-,68,1500,638,42.53,PASS,E,2024-2025
Omar Ahmed,Mr. Suresh,SC-0197,30,-,80,45,66,81,61,63,93,-,64,29,-,88,10,-,95,6,-,14,1500,630,42.00,PASS,E,2024-2025
Hassan Li,Nadeem,SCI-0198,80,42,76,80,-,100,64,50,61,8,-,50,30,-,-,2,64,30,19,-,1500,796,53.07,PASS,D,2024-2025
William Ahmed,Mr. Ahmed,2024-0199,-,18,11,-,66,78,45,3,49,78,26,89,3,19,-,59,37,-,-,92,1500,675,45.00,PASS,E,2024-2025
Charles Kumar,Raj,2024-0200,0,20,-,5,18,-,-,78,-,-,24,-,-,-,100,-,62,75,11,7,1100,703,63.91,PASS,C,2024-2025
Michael Mehta,M. Suresh,STU-0201,21,-,0,15,73,-,61,14,-,17,-,-,65,22,-,66,-,67,53,71,1300,680,52.31,PASS,D,2024-2025
Zain Mehta,Mr. Usman,SC-0202,88,45,78,54,4,99,12,75,-,21,-,-,54,83,99,-,39,22,-,35,1500,757,50.47,PASS,D,2024-2025
Hussain Reddy,M. Hussain,SCI-0203,-,35,18,47,51,-,90,9,10,-,-,-,43,10,-,42,-,50,-,96,1200,554,46.17,PASS,E,2024-2025
Laura Patel,Mr. Richard,SCI-0204,97,96,53,-,-,-,70,-,97,89,-,46,20,-,0,25,59,8,62,58,1400,512,36.57,PASS,E,2024-2025
Usman Chen,Vikram,COM-0205,-,-,-,-,54,36,75,22,-,25,5,-,59,70,53,98,-,-,22,-,1100,597,54.27,PASS,D,2024-2025
Sadia Sharma,M. Kamran,COM-0206,68,60,19,-,23,39,-,-,-,60,99,-,41,-,21,0,-,-,36,62,1200,642,53.50,PASS,D,2024-2025
Michelle Jain,Mr. Praveen,ARTS-0207,90,25,-,-,69,98,9,-,-,-,-,67,-,34,59,84,17,21,48,29,1300,677,52.08,PASS,D,2024-2025
Emily Patel,Mr. Michael,SCI-0208,-,31,-,41,89,64,25,38,-,50,22,-,88,44,34,19,67,55,-,34,1500,608,40.53,PASS,E,2024-2025
Ahmed Rodriguez,Hassan,STU-0209,84,49,-,92,4,25,18,-,-,-,-,-,70,29,7,-,48,42,-,-,1100,352,32.00,FAIL,F,2024-2025
Elizabeth Wilson,M. Vikram,COM-0210,11,17,93,56,5,-,-,-,-,60,67,85,69,43,61,76,-,15,-,37,1400,792,56.57,PASS,D,2024-2025
Sana Wu,Ahmed,SC-0211,65,54,83,90,16,57,12,-,-,81,46,51,87,7,-,42,45,69,-,-,1500,664,44.27,PASS,E,2024-2025
Nicole Ali,Ali,SC-0212,9,29,74,94,29,68,81,-,-,-,-,76,-,27,1,25,30,-,46,85,1400,627,44.79,PASS,E,2024-2025
Ali Liu,M. William,SCI-0213,-,33,-,48,74,6,75,41,11,85,53,1,-,78,14,74,26,94,16,-,1600,739,46.19,PASS,E,2024-2025
Robert Raza,James,SCI-0214,-,59,22,32,14,60,-,-,-,60,23,99,79,99,56,70,-,26,-,58,1400,634,45.29,PASS,E,2024-2025
Yusuf Wang,Mr. Ravi,COM-0215,-,60,25,-,-,59,-,-,46,79,13,4,1,86,23,-,-,67,27,-,1200,633,52.75,PASS,D,2024-2025
John Mirza,Daniel,24-0216,71,-,48,56,-,62,32,94,31,53,97,97,82,51,-,-,61,80,-,70,1500,669,44.60,PASS,E,2024-2025
Yusuf Li,Thomas,COM-0217,40,36,-,-,-,65,-,11,67,60,84,18,48,11,75,-,-,-,43,5,1300,656,50.46,PASS,D,2024-2025
Thomas Mehta,Mr. Joseph,2024-0218,0,63,93,56,53,90,55,62,88,52,22,33,38,52,-,30,61,30,15,57,1900,1121,59.00,PASS,D,2024-2025
Michael Huang,Hassan,ARTS-0219,-,-,67,-,-,-,78,46,-,83,-,-,67,40,-,35,92,-,15,-,900,657,73.00,PASS,B,2024-2025
Maryam Wilson,M. Thomas,SC-0220,53,-,48,-,2,-,-,46,23,58,-,53,87,13,46,97,22,52,5,7,1500,355,23.67,FAIL,F,2024-2025
Usman Wu,M. Daniel,2024-0221,21,28,57,26,94,-,58,80,59,13,74,92,-,14,-,26,86,-,-,-,1400,663,47.36,PASS,E,2024-2025
John Zhang,M. Joseph,2024-0222,90,42,47,14,10,49,90,39,-,-,-,45,65,-,55,-,60,73,56,44,1500,630,42.00,PASS,E,2024-2025
Sana Ahmed,Abdul,COM-0223,41,47,51,65,0,11,31,24,52,80,14,-,-,97,92,64,96,85,55,92,1800,899,49.94,PASS,E,2024-2025
Yusuf Wang,Mr. Hussain,24-0224,39,52,-,62,80,88,93,64,-,61,47,7,-,84,44,45,100,-,71,72,1600,873,54.56,PASS,D,2024-2025
Ahmed Shah,Mr. Praveen,2024-0225,35,-,82,28,10,-,-,-,66,22,62,37,15,96,87,99,-,39,4,67,1500,479,31.93,FAIL,F,2024-2025
Robert Wu,Mr. Nadeem,ARTS-0226,75,-,43,25,-,28,-,-,18,18,13,33,35,77,47,54,71,83,-,92,1500,759,50.60,PASS,D,2024-2025
Noor Ali,M. Ahmed,STU-0227,98,56,66,84,-,25,29,-,9,48,-,69,39,-,42,-,-,-,36,95,1300,573,44.08,PASS,E,2024-2025
Charles Khan,Ali,2024-0228,-,48,65,-,15,-,27,-,34,71,59,-,69,-,46,61,99,15,81,79,1400,736,52.57,PASS,D,2024-2025
David Rao,M. Joseph,24-0229,-,-,40,18,97,-,72,84,-,-,52,-,-,71,-,17,85,91,-,71,1100,522,47.45,PASS,E,2024-2025
Hafsa Liu,Mr. Ashok,2024-0230,55,-,-,-,94,28,-,-,1,-,-,13,36,86,67,-,-,93,-,-,900,428,47.56,PASS,E,2024-2025
Ali Smith,Mr. Thomas,SCI-0231,-,6,-,87,86,30,0,22,-,-,69,64,79,85,75,-,17,-,-,62,1300,766,58.92,PASS,D,2024-2025
Zain Liu,M. Hussain,SCI-0232,82,49,-,6,-,36,49,12,-,1,45,-,0,-,54,39,33,-,86,41,1400,677,48.36,PASS,E,2024-2025
Robert Miller,Mr. Ahmed,ARTS-0233,-,84,40,7,13,-,44,-,-,87,57,51,76,95,-,-,39,-,-,24,1200,604,50.33,PASS,D,2024-2025
Sana Ahmed,M. Thomas,SCI-0234,71,94,68,-,2,28,-,46,86,3,-,-,-,58,-,13,81,18,-,-,1200,570,47.50,PASS,E,2024-2025
Hira Malik,Usman,2024-0235,73,35,76,52,-,70,-,64,58,87,51,-,84,58,32,59,-,5,-,35,1500,574,38.27,PASS,E,2024-2025
Hussain Gupta,Usman,STU-0236,89,5,10,-,95,73,73,89,-,14,98,88,7,46,88,16,18,-,57,-,1600,888,55.50,PASS,D,2024-2025
Hussain Jones,Mr. Raj,SC-0237,-,96,94,98,85,-,73,56,58,65,-,2,0,-,-,80,78,-,31,-,1300,511,39.31,PASS,E,2024-2025
Amanda Liu,James,2024-0238,54,51,72,46,14,-,50,58,57,-,40,47,67,37,59,28,7,15,2,-,1700,947,55.71,PASS,D,2024-2025
John Verma,Mr. Joseph,ARTS-0239,25,63,81,-,67,89,56,20,19,-,10,74,69,68,22,87,95,38,82,-,1700,830,48.82,PASS,E,2024-2025
Yusuf Yang,Mr. Raj,SC-0240,-,61,81,8,-,14,-,-,-,60,-,20,-,71,-,16,6,34,26,15,1200,501,41.75,PASS,E,2024-2025
Thomas Rodriguez,Mr. James,SCI-0241,2,59,68,33,80,-,6,80,92,64,79,58,5,47,34,78,25,94,1,8,1900,846,44.53,PASS,E,2024-2025
Ali Baig,Usman,SCI-0242,-,30,81,28,-,62,14,91,16,49,-,89,-,27,-,-,-,-,75,-,1100,533,48.45,PASS,E,2024-2025
David Singh,M. Hussain,2024-0243,8,-,92,61,87,52,91,-,-,10,79,-,-,92,-,-,61,18,67,90,1300,522,40.15,PASS,E,2024-2025
Robert Mehta,M. Richard,ARTS-0244,-,1,90,-,65,76,-,61,74,100,-,13,92,20,-,16,14,89,-,72,1400,447,31.93,FAIL,F,2024-2025
Sana Ahmed,Anil,2024-0245,18,-,-,70,75,-,43,58,21,9,-,-,27,-,75,-,20,-,-,49,1100,506,46.00,PASS,E,2024-2025
Bilal Jones,Mr. Michael,COM-0246,35,-,71,0,93,61,96,32,-,36,-,-,1,92,84,-,51,77,48,48,1500,750,50.00,PASS,D,2024-2025
Rabia Shah,M. Abdul,COM-0247,80,15,98,7,-,81,34,20,25,-,54,40,-,12,51,-,48,-,42,20,1500,676,45.07,PASS,E,2024-2025
Jessica Wu,M. James,ARTS-0248,-,19,96,-,59,82,-,69,85,94,-,65,-,35,32,-,-,21,46,-,1200,582,48.50,PASS,E,2024-2025
John Ali,Usman,24-0249,80,-,-,72,30,53,-,-,31,-,-,-,99,59,67,-,-,2,95,-,1000,577,57.70,PASS,D,2024-2025
Hafsa Verma,M. Hussain,2024-0250,29,91,55,-,-,82,5,67,50,-,83,71,-,9,72,10,73,-,88,31,1500,791,52.73,PASS,D,2024-2025
James Shah,Sunil,COM-0251,41,-,0,50,-,-,-,47,7,68,85,37,-,9,62,34,6,87,48,86,1500,840,56.00,PASS,D,2024-2025
Zain Williams,Vikram,2024-0252,-,-,-,92,47,76,-,20,-,-,30,-,-,64,91,78,-,-,91,-,900,421,46.78,PASS,E,2024-2025
David Raza,M. Omar,24-0253,-,52,57,75,-,22,7,-,-,12,96,7,94,94,56,41,19,-,-,-,1300,872,67.08,PASS,C,2024-2025
Yusuf Davis,Mr. Michael,ARTS-0254,-,52,-,-,-,-,29,51,-,73,45,17,76,-,-,14,77,34,62,17,1200,638,53.17,PASS,D,2024-2025
Aisha Ahmed,Thomas,SC-0255,-,87,-,9,-,3,0,-,61,65,47,-,99,74,69,76,-,17,-,53,1300,597,45.92,PASS,E,2024-2025
Jennifer Rao,M. Charles,STU-0256,52,8,-,45,59,17,9,-,25,32,25,85,-,-,35,-,-,53,-,82,1300,604,46.46,PASS,E,2024-2025
Jessica Hussain,M. Mohammad,STU-0257,89,41,15,1,20,33,88,71,-,-,-,11,60,95,23,77,66,16,72,60,1700,753,44.29,PASS,E,2024-2025
Emily Liu,M. Abdul,SCI-0258,-,29,-,91,8,-,95,-,58,-,72,15,-,59,50,11,12,17,-,-,1200,597,49.75,PASS,E,2024-2025
Stephanie Reddy,M. Hassan,SC-0259,91,-,-,17,22,7,-,26,8,69,28,21,5,30,0,73,-,49,25,62,1600,733,45.81,PASS,E,2024-2025
Laura Zhou,M. Robert,24-0260,90,62,-,11,-,-,17,97,98,7,75,-,6,-,91,20,-,-,100,86,1300,664,51.08,PASS,D,2024-2025
Aisha Liu,Thomas,COM-0261,5,25,83,-,-,87,61,41,26,-,2,0,-,67,-,-,89,82,88,-,1300,791,60.85,PASS,C,2024-2025
Omar Yang,Mr. Praveen,24-0262,2,-,34,86,-,15,2,15,71,89,-,26,9,-,0,41,96,-,-,21,1400,413,29.50,FAIL,F,2024-2025
Omar Jones,Ahmed,SC-0263,1,29,52,11,67,32,49,9,16,45,85,68,-,32,-,29,21,-,91,43,1700,898,52.82,PASS,D,2024-2025
Rabia Patel,Arun,COM-0264,15,66,72,-,-,69,85,19,-,15,-,72,38,75,-,5,-,10,75,-,1300,624,48.00,PASS,E,2024-2025
Zainab Khan,Mr. Arun,STU-0265,75,-,64,64,-,57,-,63,-,-,-,-,-,81,53,6,0,-,25,-,1000,464,46.40,PASS,E,2024-2025
Aisha Qureshi,Mr. Hassan,COM-0266,27,0,28,27,-,22,29,69,72,16,87,27,32,94,27,74,75,96,65,41,1900,983,51.74,PASS,D,2024-2025
Bilal Singh,M. Suresh,24-0267,86,-,-,41,-,61,68,76,-,12,87,52,21,44,63,74,74,29,22,44,1600,774,48.38,PASS,E,2024-2025
Robert Zhang,M. Omar,ARTS-0268,-,-,-,39,30,82,79,-,-,-,80,-,100,-,38,52,99,-,-,-,900,503,55.89,PASS,D,2024-2025
David Davis,Mr. Anil,STU-0269,-,92,-,72,0,82,-,13,18,9,86,60,56,88,61,-,-,94,52,10,1500,704,46.93,PASS,E,2024-2025
Sadia Smith,Mr. Ahmed,SCI-0270,-,74,78,55,62,81,97,8,88,-,21,36,-,-,91,100,89,4,89,79,1600,705,44.06,PASS,E,2024-2025
Ali Shah,M. Kamran,STU-0271,-,-,61,-,-,74,28,78,40,29,59,30,46,39,18,2,60,-,6,41,1500,638,42.53,PASS,E,2024-2025
Zain Patel,Ravi,STU-0272,100,14,71,61,49,19,5,-,100,14,-,-,38,40,50,88,-,18,68,82,1600,821,51.31,PASS,D,2024-2025
Yusuf Rodriguez,M. Abdul,2024-0273,-,-,10,49,-,-,38,54,20,12,96,-,47,48,56,44,89,44,-,72,1400,820,58.57,PASS,D,2024-2025
Hussain Brown,Mr. Hussain,24-0274,-,-,83,-,75,39,-,-,44,59,80,10,-,-,57,-,-,-,64,55,1000,488,48.80,PASS,E,2024-2025
Zainab Patel,M. James,24-0275,69,26,97,66,16,-,82,-,23,32,20,49,24,91,-,54,98,11,-,3,1600,784,49.00,PASS,E,2024-2025
Hussain Ali,Mr. Nadeem,COM-0276,81,87,81,15,36,6,71,69,60,15,98,47,75,13,50,27,64,18,-,97,1900,1192,62.74,PASS,C,2024-2025
David Hussain,Mr. James,2024-0277,-,-,45,33,-,87,11,73,-,38,2,69,-,60,18,-,75,52,3,18,1400,824,58.86,PASS,D,2024-2025
Stephanie Patel,Mr. Ahmed,SCI-0278,64,85,16,100,-,-,79,4,83,-,3,13,38,-,-,1,-,41,38,-,1300,741,57.00,PASS,D,2024-2025
Ahmed Qureshi,M. Ashok,SCI-0279,-,-,-,87,-,33,-,25,16,-,87,-,86,93,60,25,57,14,0,41,1300,579,44.54,PASS,E,2024-2025
Bilal Reddy,Joseph,ARTS-0280,-,50,17,28,22,14,20,3,57,97,-,47,-,2,14,-,18,54,-,91,1500,919,61.27,PASS,C,2024-2025
Laura Rodriguez,M. Manoj,ARTS-0281,-,66,95,92,-,-,30,3,42,71,27,-,10,86,-,91,-,19,71,64,1400,652,46.57,PASS,E,2024-2025
Stephanie Qureshi,Sunil,SCI-0282,11,100,36,-,85,77,-,-,-,31,98,21,18,14,17,-,98,51,30,80,1500,907,60.47,PASS,C,2024-2025
Hassan Rodriguez,M. Joseph,STU-0283,-,62,-,82,21,69,1,22,21,53,55,-,54,25,86,-,62,11,28,86,1600,744,46.50,PASS,E,2024-2025
Ali Liu,M. Mohammad,COM-0284,64,52,-,-,40,7,96,25,55,11,54,50,24,-,-,17,-,-,51,71,1400,588,42.00,PASS,E,2024-2025
Laura Ahmed,Thomas,2024-0285,-,47,-,-,94,80,-,91,56,80,84,0,-,55,33,87,3,45,33,-,1400,589,42.07,PASS,E,2024-2025
Zain Hussain,M. Arun,ARTS-0286,-,16,-,-,34,-,70,13,37,-,21,91,-,90,-,65,48,58,52,-,1200,514,42.83,PASS,E,2024-2025
Ahmed Huang,M. Praveen,24-0287,64,-,51,-,88,12,-,-,39,-,89,-,-,89,39,-,14,43,60,98,1200,801,66.75,PASS,C,2024-2025
Matthew Mehta,Mr. Omar,SC-0288,81,-,91,-,-,-,-,100,38,31,71,79,48,-,-,-,-,-,78,77,1000,528,52.80,PASS,D,2024-2025
John Baig,Mr. Praveen,SCI-0289,26,23,49,-,19,45,-,-,27,11,95,28,38,51,-,39,60,47,-,36,1500,838,55.87,PASS,D,2024-2025
Stephanie Jain,M. Ali,SCI-0290,61,72,42,92,6,5,36,-,51,28,68,22,20,100,25,52,86,-,-,-,1600,702,43.88,PASS,E,2024-2025
Elizabeth Johnson,M. William,24-0291,94,12,4,38,38,-,-,70,13,-,15,40,67,32,-,29,-,-,1,55,1400,871,62.21,PASS,C,2024-2025
Sana Verma,Richard,SCI-0292,87,51,-,43,9,68,30,88,0,5,45,25,-,69,28,59,58,52,20,87,1800,557,30.94,FAIL,F,2024-2025
Emily Rao,Mr. Ravi,SCI-0293,-,-,4,-,34,-,80,23,88,58,71,13,67,37,37,-,86,-,62,46,1400,628,44.86,PASS,E,2024-2025
Omar Zhou,M. Ravi,COM-0294,-,89,38,65,13,33,-,30,-,32,-,96,81,-,-,-,28,67,46,27,1300,580,44.62,PASS,E,2024-2025
Fatima Li,Mr. Ali,COM-0295,49,97,-,65,37,84,93,67,71,25,86,-,-,1,22,-,63,89,-,23,1500,553,36.87,PASS,E,2024-2025
William Khan,M. Kamran,2024-0296,-,59,53,-,26,-,97,26,-,33,93,7,70,-,100,-,66,9,89,-,1300,837,64.38,PASS,C,2024-2025
Hafsa Garcia,M. Charles,ARTS-0297,14,-,44,1,74,97,56,48,-,-,58,86,9,14,-,86,54,42,-,27,1500,541,36.07,PASS,E,2024-2025
Sana Sharma,M. Vikram,SCI-0298,81,67,11,-,40,89,46,75,67,88,-,55,60,51,58,74,8,-,11,-,1600,949,59.31,PASS,D,2024-2025
Mohammad Wang,Mohammad,STU-0299,31,51,24,75,-,60,0,62,73,14,41,85,-,41,7,12,41,17,-,-,1600,819,51.19,PASS,D,2024-2025
William Jones,Mr. Ahmed,2024-0300,86,-,84,-,33,42,22,-,-,4,90,38,60,-,-,84,79,88,44,-,1300,658,50.62,PASS,D,2024-2025
Noor Rao,Mr. Charles,2024-0301,55,50,-,98,17,43,-,98,17,96,89,85,-,-,85,60,-,12,-,22,1400,648,46.29,PASS,E,2024-2025
Zainab Wu,M. David,ARTS-0302,98,27,55,13,15,17,69,45,47,71,-,60,-,72,55,30,-,-,45,-,1500,837,55.80,PASS,D,2024-2025
Jessica Mirza,Sunil,2024-0303,79,82,30,12,-,72,-,85,91,93,66,55,57,100,88,56,-,-,-,-,1400,827,59.07,PASS,D,2024-2025
Thomas Yang,Ravi,24-0304,-,65,96,-,-,-,-,-,-,-,-,67,56,94,55,-,5,-,75,55,900,628,69.78,PASS,C,2024-2025
Laura Wilson,M. Ahmed,SC-0305,95,71,30,-,80,9,23,-,58,-,41,-,-,-,25,-,58,6,18,-,1200,548,45.67,PASS,E,2024-2025
Aisha Smith,Manoj,SC-0306,-,4,41,8,5,89,37,-,-,19,85,24,9,8,30,-,84,55,80,3,1600,772,48.25,PASS,E,2024-2025
Laura Jones,M. David,SC-0307,75,-,-,-,-,8,83,-,6,-,83,89,6,93,-,40,27,7,-,-,1100,646,58.73,PASS,D,2024-2025
Yusuf Jain,Mr. Vikram,24-0308,-,16,56,37,52,95,-,52,24,-,98,63,-,13,-,-,-,63,-,77,1200,767,63.92,PASS,C,2024-2025
Omar Rodriguez,Mr. Kamran,COM-0309,82,16,16,5,58,69,-,33,46,-,93,80,-,46,49,-,-,79,67,56,1500,792,52.80,PASS,D,2024-2025
Noor Zhou,Kamran,2024-0310,41,-,81,20,92,-,78,99,-,69,21,88,-,-,16,37,59,-,93,36,1400,538,38.43,PASS,E,2024-2025
Jessica Khan,Nadeem,COM-0311,26,88,71,10,-,-,90,59,6,-,8,91,47,85,61,99,97,39,81,36,1700,940,55.29,PASS,D,2024-2025
Ali Chen,M. Ali,24-0312,12,-,60,47,92,-,84,56,33,79,-,46,8,72,-,31,0,55,69,5,1600,821,51.31,PASS,D,2024-2025
Zainab Verma,Omar,SC-0313,22,9,41,68,-,72,29,-,21,55,49,28,45,36,37,-,80,26,17,-,1600,654,40.88,PASS,E,2024-2025
Daniel Smith,M. Daniel,2024-0314,21,12,39,58,-,9,74,9,-,-,28,21,49,89,-,60,93,19,32,-,1500,728,48.53,PASS,E,2024-2025
Noor Rao,M. Kamran,COM-0315,46,23,-,-,30,24,1,65,-,98,0,87,48,90,22,-,-,83,18,-,1400,684,48.86,PASS,E,2024-2025
Michelle Qureshi,Charles,24-0316,-,-,37,10,25,-,2,32,28,21,95,-,27,50,27,15,25,6,82,76,1600,765,47.81,PASS,E,2024-2025
Thomas Huang,M. Hussain,SCI-0317,47,12,52,28,-,7,-,-,88,41,-,79,36,8,50,87,51,27,2,25,1600,799,49.94,PASS,E,2024-2025
Bilal Shah,M. Vikram,SCI-0318,43,5,98,-,-,73,-,43,-,77,-,-,-,29,93,-,-,-,94,29,1000,498,49.80,PASS,E,2024-2025
Yusuf Wu,Mr. Sunil,COM-0319,1,20,-,-,-,41,-,-,22,24,-,-,93,42,-,32,19,-,66,90,1100,662,60.18,PASS,C,2024-2025
William Khan,Ahmed,SCI-0320,46,80,39,27,44,19,17,33,74,-,30,36,-,72,-,-,81,62,-,-,1400,795,56.79,PASS,D,2024-2025
Matthew Khan,Raj,ARTS-0321,15,23,72,-,52,56,-,-,35,76,59,64,37,-,-,12,-,38,10,81,1400,695,49.64,PASS,E,2024-2025
Charles Jain,Mr. Arun,2024-0322,58,48,94,89,19,-,12,-,51,100,-,-,59,98,73,-,50,79,68,88,1500,722,48.13,PASS,E,2024-2025
Noor Wu,M. Nadeem,ARTS-0323,-,94,-,44,100,-,-,2,-,-,100,-,28,3,2,-,-,75,78,89,1100,621,56.45,PASS,D,2024-2025
John Williams,M. Abdul,SCI-0324,80,-,21,55,49,-,48,-,49,99,77,47,-,3,10,-,-,76,74,40,1400,869,62.07,PASS,C,2024-2025
Fatima Reddy,M. Kamran,STU-0325,78,38,-,89,27,30,73,25,84,-,-,9,73,10,11,-,70,97,-,-,1400,642,45.86,PASS,E,2024-2025
Sadia Raza,Mr. Nadeem,STU-0326,77,-,75,23,-,-,57,7,19,87,-,-,9,-,89,98,23,85,-,-,1200,431,35.92,PASS,E,2024-2025
Daniel Sharma,Thomas,COM-0327,74,99,60,10,46,75,62,-,41,67,52,0,-,0,6,-,44,19,43,83,1700,755,44.41,PASS,E,2024-2025
Sadia Gupta,Nadeem,2024-0328,62,27,-,-,42,8,90,-,42,-,-,61,15,0,-,-,23,-,-,-,1000,480,48.00,PASS,E,2024-2025
Sarah Gupta,Mr. Robert,2024-0329,-,84,87,-,26,-,-,85,-,24,-,-,-,-,20,-,31,69,68,96,1000,598,59.80,PASS,D,2024-2025
Elizabeth Huang,Michael,COM-0330,83,11,-,-,92,71,-,14,5,16,7,-,46,26,-,24,82,-,37,5,1400,751,53.64,PASS,D,2024-2025
Zain Reddy,Mr. Kamran,ARTS-0331,48,73,42,-,99,45,20,-,82,4,61,-,91,-,9,-,34,-,-,-,1200,691,57.58,PASS,D,2024-2025
Hussain Zhao,M. James,2024-0332,19,9,58,96,59,63,-,32,99,63,53,1,53,-,99,55,16,-,20,97,1700,742,43.65,PASS,E,2024-2025
Amanda Jain,Mr. Usman,STU-0333,99,75,62,36,16,63,49,45,-,-,-,12,-,81,27,71,53,64,100,66,1600,659,41.19,PASS,E,2024-2025
James Wilson,Mr. Arun,SC-0334,-,-,-,-,11,39,32,93,10,87,38,61,29,-,-,-,5,42,3,70,1300,784,60.31,PASS,C,2024-2025
Charles Mehta,Ahmed,COM-0335,91,-,40,62,92,-,-,-,47,36,58,81,98,81,7,98,48,90,47,19,1600,918,57.38,PASS,D,2024-2025
